id,nazivu,univerzitet,naziv,nivo,trajanje,polje,zvanje,skolarina,skolarina2,bs1,bs2,bs3,bs4,bs5,bs6,bs,ss1,ss2,ss3,ss4,ss5,ss6,ss,sss1,sss2,sss3,sss4,sss5,sss6,sss,studenata,zstudenata,espb_budzet,espb_samo
47,Електронски факултет,Универзитет у Нишу,Управљање системима,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер електротехнике и рачунарства,89000,2000,37,,,,,,37,30,,,,,,30,,,,,,,0,67,18,1090,173
47,Електронски факултет,Универзитет у Нишу,Рачунарство и информатика,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер електротехнике и рачунарства,89000,2000,79,,,,,,79,94,,,,,,94,,,,,,,0,173,26,1036,551
51,Факултет заштите на раду,Универзитет у Нишу,Заштита животне средине ОАС4,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер заштите животне средине,72000,1500,100,40,59,127,,,326,21,36,33,114,,,204,0,0,0,0,,,0,530,7,13730,6645
51,Факултет заштите на раду,Универзитет у Нишу,Заштита на раду ОАС4,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер заштите на раду,72000,1500,100,58,51,135,,,344,24,44,29,107,,,204,0,0,0,0,,,0,548,13,15141,7673
51,Факултет заштите на раду,Универзитет у Нишу,Инжењерство заштите на раду МАС1,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер заштите на раду,72000,1500,13,,,,,,13,13,,,,,,13,0,,,,,,0,26,1,293,198
51,Факултет заштите на раду,Универзитет у Нишу,Инжењерство заштите животне средине МАС1,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер заштите животне средине,72000,1500,13,,,,,,13,6,,,,,,6,0,,,,,,0,19,0,224,8
51,Факултет заштите на раду,Универзитет у Нишу,Инжењерство заштите од пожара МАС1,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер заштите на раду,72000,1500,13,,,,,,13,10,,,,,,10,1,,,,,,1,24,1,333,50
51,Факултет заштите на раду,Универзитет у Нишу,Управљање ванредним ситуацијама МАС1,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер заштите животне средине,72000,1500,13,,,,,,13,10,,,,,,10,0,,,,,,0,23,0,194,59
51,Факултет заштите на раду,Универзитет у Нишу,Управљање комуналним системом МАС1,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер заштите животне средине,72000,1500,,,,,,,0,,,,,,,0,,,,,,,0,0,4,391,0
51,Факултет заштите на раду,Универзитет у Нишу,Инжењерство заштите на раду ДАС,Докторске академске,180,Техничко-технолошке науке,Доктор наука инжењерство заштите на раду,90000,2100,0,0,0,,,,0,5,4,4,,,,13,0,0,1,,,,1,14,0,0,60
51,Факултет заштите на раду,Универзитет у Нишу,Инжењерство заштите животне средине ДАС,Докторске академске,180,Техничко-технолошке науке,Доктор наука - инжењерство заштите животне средине,90000,2100,0,0,0,,,,0,5,5,4,,,,14,0,0,,,,,0,14,0,0,50
56,Технолошки факултет,Универзитет у Нишу,Технолошко инжењерство,Докторске академске,180,Техничко-технолошке науке,Доктор наука технолошко инжењерство,120000,3000,5,6,13,,,,24,7,4,19,,,,30,,,,,,,0,54,3,592,592
56,Технолошки факултет,Универзитет у Нишу,Хемијске технологије,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,45000,1100,36,33,24,36,,,129,4,7,11,38,,,60,,,,,,,0,189,32,5921,773
56,Технолошки факултет,Универзитет у Нишу,Прехрамбена технологија и биотехнологија,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,45000,1100,16,22,15,16,,,69,1,6,9,22,,,38,,,,,,,0,107,22,3684,755
56,Технолошки факултет,Универзитет у Нишу,Текстилне технологије,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,45000,1100,17,16,15,11,,,59,0,2,2,8,,,12,,,,,,,0,71,11,3093,63
56,Технолошки факултет,Универзитет у Нишу,Хемијске технологије,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер технологије,54000,1600,16,,,,,,16,8,,,,,,8,,,,,,,0,24,10,663,100
56,Технолошки факултет,Универзитет у Нишу,Прехрамбена технологија и биотехнологија,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер технологије,54000,1600,8,,,,,,8,2,,,,,,2,,,,,,,0,10,6,439,20
56,Технолошки факултет,Универзитет у Нишу,Текстилне технологије,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер технологије,54000,1600,8,,,,,,8,5,,,,,,5,,,,,,,0,13,9,241,40
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,Архитектонско-пројектантскиМАС2008,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер архитектуре,90000,1500,45,,,,,,45,,,,,,,0,3,,,,,,3,48,29,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,Архитектонско-конструктивниМАС2008,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер архитектуре,90000,1500,3,,,,,,3,,,,,,,0,,,,,,,0,3,2,0,0
54,Машински факултет,Универзитет у Нишу,Машинско инжењерство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер машинства,45000,2000,222,75,48,105,,,450,59,37,56,17,,,169,0,0,0,0,,,0,619,40,11989,2177
54,Машински факултет,Универзитет у Нишу,Инжењерски менаџмент,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер менаџмента,60000,2000,52,49,39,24,,,164,18,2,2,1,,,23,0,0,0,0,,,0,187,0,5564,849
54,Машински факултет,Универзитет у Нишу,Машинско инжењерство,Мастер академске,120,Техничко-технолошке науке,Мастер инжењер машинства,45000,2000,0,0,,,,,0,2,64,,,,,66,0,0,,,,,0,66,35,1296,597
54,Машински факултет,Универзитет у Нишу,Инжењерски менаџмент,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер менаџмента,60000,2000,87,,,,,,87,42,,,,,,42,0,,,,,,0,129,66,4615,301
54,Машински факултет,Универзитет у Нишу,Управљање и примењено рачунарство,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,60000,2000,0,,,,,,0,2,,,,,,2,0,,,,,,0,2,1,204,0
54,Машински факултет,Универзитет у Нишу,Машинско инжењерство,Докторске академске,180,Техничко-технолошке науке,Доктор наука машинско инжењерство,105000,2200,10,6,9,,,,25,3,0,24,,,,27,0,0,6,,,,6,58,0,0,0
54,Машински факултет,Универзитет у Нишу,Производно-информационе технологије,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,45000,2000,8,,,,,,8,0,,,,,,0,0,,,,,,0,8,0,0,0
54,Машински факултет,Универзитет у Нишу,Енергетика и процесна техника,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,45000,2000,20,,,,,,20,0,,,,,,0,1,,,,,,1,21,0,0,0
54,Машински факултет,Универзитет у Нишу,"Машинске конструкције, развој и инжењеринг",Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,45000,2000,13,,,,,,13,0,,,,,,0,0,,,,,,0,13,0,0,0
54,Машински факултет,Универзитет у Нишу,Мехатроника и управљање,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,45000,2000,7,,,,,,7,0,,,,,,0,0,,,,,,0,7,0,0,0
54,Машински факултет,Универзитет у Нишу,"Саобраћајно машинство, транспорт и логистика",Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,45000,2000,18,,,,,,18,0,,,,,,0,0,,,,,,0,18,0,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,Грађевинарство-хидротехникаМАС2008,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер грађевинарства,70000,1500,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,5,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,АрхитектураДАС2009,Докторске академске,180,Техничко-технолошке науке,Доктор наука архитектура,120000,1500,0,3,2,,,,5,0,2,3,,,,5,0,0,0,,,,0,10,0,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,АрхитектураДАС2014,Докторске академске,180,Техничко-технолошке науке,Доктор наука архитектура,120000,2500,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,ГрађевинарствоOAS2008,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер грађевинарства,70000,1500,75,,,,,,75,1,,,,,,1,1,,,,,,1,77,32,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,ГрађевинарствоМАС2014,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер грађевинарства,70000,1500,59,,,,,,59,0,,,,,,0,0,,,,,,0,59,0,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,ХидроинформатикаДАС2014,Докторске академске,180,Техничко-технолошке науке,Доктор наука грађевинарство,120000,2500,2,,,,,,2,0,,,,,,0,1,,,,,,1,3,0,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,Материјали и конструкцијеДАС2014,Докторске академске,180,Техничко-технолошке науке,Доктор наука грађевинарство,120000,2500,2,,,,,,2,0,,,,,,0,0,,,,,,0,2,0,0,0
56,Технолошки факултет,Универзитет у Нишу,Управљање материјалним и енергетским токовима,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер технологије,54000,1600,0,,,,,,0,2,,,,,,2,,,,,,,0,2,1,0,50
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,грађевинарствоОАС2014,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер грађевинарства,70000,1500,,,,,,,0,,,,,,,0,0,,,,,,0,0,0,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,АрхитектураИАС2014,Интегр. академске,300,Техничко-технолошке науке,Мастер инжењер архитектуре,90000,1500,,,,,,,0,,,,,,,0,0,,,,,,0,0,0,0,0
47,Електронски факултет,Универзитет у Нишу,Електротехника и рачунарство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер електротехнике и рачунарства,89000,2000,480,261,222,426,,,1389,308,162,86,329,,,885,,,,,,,0,2274,172,58185,10111
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,АрхитектураОАС2008,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер архитектуре (техничке науке),90000,1500,,,,,,,0,,,,,,,0,,,,,,,0,0,74,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,Грађевинарство-саобраћајницеМАС2008,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер грађевинарства,70000,1500,,,,,,,0,,,,,,,0,,,,,,,0,0,6,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,Грађевинарство-конструкцијеМАС2008,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер грађевинарства,70000,1500,,,,,,,0,,,,,,,0,,,,,,,0,0,5,0,0
52,Грађевинско-архитектонски факултет,Универзитет у Нишу,ГрађевинарствоДАС2009,Докторске академске,180,Техничко-технолошке науке,Доктор наука грађевинарство,120000,2500,,3,2,,,,5,,7,7,,,,14,,,0,,,,0,19,1,0,0
258,Пољопривредни факултет у Крушевцу,Универзитет у Нишу,Воћарство и виноградарство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,60000,0,25,,,,,,25,1,,,,,,1,0,,,,,,0,26,0,0,0
258,Пољопривредни факултет у Крушевцу,Универзитет у Нишу,Сточарство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,60000,0,13,,,,,,13,0,,,,,,0,0,,,,,,0,13,0,0,0
258,Пољопривредни факултет у Крушевцу,Универзитет у Нишу,Ратарство и повртарство,Основне академске,240,Техничко-технолошке науке,Мастер инжењер пољопривреде,60000,0,14,,,,,,14,0,,,,,,0,0,,,,,,0,14,0,0,0
49,Природно-математички факултет,Универзитет у Нишу,ОАС Математика,Основне академске,180,Природно-математичке науке,Математичар,75000,622,57,15,38,,,,110,12,31,99,,,,142,0,0,0,,,,0,252,33,3929,1388
49,Природно-математички факултет,Универзитет у Нишу,ОАС Физика,Основне академске,180,Природно-математичке науке,Физичар,75000,622,36,8,15,,,,59,1,6,35,,,,42,0,0,0,,,,0,101,5,1262,317
49,Природно-математички факултет,Универзитет у Нишу,ОАС Хемија,Основне академске,180,Природно-математичке науке,Хемичар,75000,622,45,28,36,,,,109,0,8,44,,,,52,0,0,0,,,,0,161,16,4232,509
49,Природно-математички факултет,Универзитет у Нишу,ОАС Рачунарске науке,Основне академске,180,Природно-математичке науке,Информатичар,75000,622,38,16,28,,,,82,16,6,28,,,,50,0,0,0,,,,0,132,0,2363,588
49,Природно-математички факултет,Универзитет у Нишу,МАС Математика,Мастер академске,120,Природно-математичке науке,Мастер математичар,75000,622,32,25,,,,,57,3,17,,,,,20,0,0,,,,,0,77,0,1874,390
49,Природно-математички факултет,Универзитет у Нишу,МАС Физика,Мастер академске,120,Природно-математичке науке,Мастер физичар,75000,622,5,9,,,,,14,0,4,,,,,4,0,0,,,,,0,18,0,659,13
49,Природно-математички факултет,Универзитет у Нишу,МАС Хемија,Мастер академске,120,Природно-математичке науке,Мастер хемичар,75000,622,1,9,,,,,10,0,4,,,,,4,0,0,,,,,0,14,0,1241,8
49,Природно-математички факултет,Универзитет у Нишу,МАС Примењена хемија,Мастер академске,120,Природно-математичке науке,Мастер хемичар,75000,622,11,19,,,,,30,0,1,,,,,1,0,0,,,,,0,31,0,1000,0
49,Природно-математички факултет,Универзитет у Нишу,МАС Екологија и заштита природе,Мастер академске,120,Природно-математичке науке,Мастер еколог,75000,622,18,12,,,,,30,4,5,,,,,9,0,0,,,,,0,39,0,1061,111
49,Природно-математички факултет,Универзитет у Нишу,МАС Биологија,Мастер академске,120,Природно-математичке науке,Мастер биолог,75000,622,27,35,,,,,62,0,5,,,,,5,0,0,,,,,0,67,0,2357,189
49,Природно-математички факултет,Универзитет у Нишу,МАС Географија,Мастер академске,120,Природно-математичке науке,Мастер географ,75000,622,27,42,,,,,69,0,37,,,,,37,0,0,,,,,0,106,0,2864,240
49,Природно-математички факултет,Универзитет у Нишу,МАС Туризам,Мастер академске,120,Природно-математичке науке,Мастер туризмолог,75000,622,22,41,,,,,63,5,15,,,,,20,0,0,,,,,0,83,0,2805,109
49,Природно-математички факултет,Универзитет у Нишу,МАС Рачунарске науке (Информатика до 2014.),Мастер академске,120,Природно-математичке науке,Мастер информатичар,75000,622,17,11,,,,,28,1,23,,,,,24,0,0,,,,,0,52,0,774,97
49,Природно-математички факултет,Универзитет у Нишу,ДАС Математика,Докторске академске,180,Природно-математичке науке,Доктор наука - математичке науке,96000,796,13,4,3,,,,20,0,0,10,,,,10,0,0,0,,,,0,30,4,366,222
49,Природно-математички факултет,Универзитет у Нишу,ДАС Физика,Докторске академске,180,Природно-математичке науке,Доктор наука – физичке науке,96000,796,7,1,2,,,,10,0,1,8,,,,9,0,0,0,,,,0,19,2,189,100
49,Природно-математички факултет,Универзитет у Нишу,ДАС Хемија,Докторске академске,180,Природно-математичке науке,Доктор наука - хемијске науке,96000,796,6,7,5,,,,18,0,1,34,,,,35,0,0,0,,,,0,53,5,1021,112
49,Природно-математички факултет,Универзитет у Нишу,ДАС Биологија,Докторске академске,180,Природно-математичке науке,Доктор наука - биолошке науке,96000,796,9,9,0,,,,18,1,2,2,,,,5,1,0,0,,,,1,24,0,512,0
49,Природно-математички факултет,Универзитет у Нишу,ДАС Рачунарске науке (Информатика),Докторске академске,180,Природно-математичке науке,Доктор наука – рачунарске науке,96000,796,5,2,1,,,,8,0,0,9,,,,9,0,0,0,,,,0,17,1,136,68
49,Природно-математички факултет,Универзитет у Нишу,ОАС Биологија,Основне академске,180,Природно-математичке науке,Биолог,75000,622,59,25,50,,,,134,0,28,71,,,,99,0,0,0,,,,0,233,49,6783,712
49,Природно-математички факултет,Универзитет у Нишу,ОАС Географија,Основне академске,180,Природно-математичке науке,Географ,75000,622,54,22,59,,,,135,0,21,64,,,,85,0,0,0,,,,0,220,52,5934,652
49,Природно-математички факултет,Универзитет у Нишу,ДАС Докторска школа математике,Докторске академске,180,Природно-математичке науке,Доктор наука - математичке науке,96000,796,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Интегрисане академске студије - стоматологија,Интегр. академске,360,Медицинске науке,Доктор стоматологије,120000,2500,65,28,59,40,38,,230,38,51,25,14,41,,169,9,1,1,,,,11,410,42,11768,5272
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Интегрисане академске студије - медицина,Интегр. академске,360,Медицинске науке,Доктор медицине,100000,2200,181,127,187,166,168,146,975,88,81,55,45,20,249,538,9,2,1,3,3,1,19,1532,201,50714,13453
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Интегрисане академске студије - фармација,Интегр. академске,300,Медицинске науке,Магистар фармације,120000,2500,60,62,42,52,70,,286,15,33,21,22,60,,151,1,1,,,1,,3,440,40,14387,5199
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Основне струковне студије - струковна медицинска сестра,Основне струковне,180,Медицинске науке,Струковна медицинска сестра,60000,1500,,,,,,,0,129,127,104,,,,360,,,,,,,0,360,98,0,11141
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Основне струковне студије - струковни санитарно еколошки инжењер,Основне струковне,180,Медицинске науке,Струковни санитарно еколошки инжењер,60000,1500,,,,,,,0,29,15,31,,,,75,,,,,,,0,75,20,0,4238
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Основне струковне студије - струковни зубни протетичар,Основне струковне,180,Медицинске науке,Струковни зубни протетичар,60000,1500,,,,,,,0,25,23,40,,,,88,,,,,,,0,88,8,0,2831
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Специјалистичке струковне студије - специјалиста струковна медицинска сестра,Спец. струковне,60,Медицинске науке,Специјалиста струковна медицинска сестра,60000,2000,,,,,,,0,17,,,,,,17,,,,,,,0,17,17,0,890
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Специјалистичке струковне студије - специјалиста струковни санитарно-еколошки инжењер,Спец. струковне,60,Медицинске науке,Специјалиста струковни санитарно-еколошки инжењер,60000,2000,,,,,,,0,20,,,,,,20,,,,,,,0,20,10,0,810
53,Медицински факултет,Универзитет у Нишу,Медицински факултет Универзитета  у  Нишу - Специјалистичке струковне студије - специјалиста струковни инструментар,Спец. струковне,60,Медицинске науке,Специјалиста струковни инструментар,60000,2000,,,,,,,0,7,,,,,,7,,,,,,,0,7,1,0,345
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Медицинске науке,Докторске академске,180,Медицинске науке,Доктор медицинских наука,140000,2500,6,6,2,,,,14,21,17,60,,,,98,2,1,4,,,,7,119,0,463,4595
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Стоматолошке науке,Докторске академске,180,Медицинске науке,Доктор медицинских наука стоматологија,140000,2500,2,2,1,,,,5,1,2,8,,,,11,,,1,,,,1,17,0,203,647
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Фармацеутске  науке,Докторске академске,180,Медицинске науке,Доктор медицинских наука фармација,140000,2500,2,2,1,,,,5,1,2,7,,,,10,,,1,,,,1,16,0,166,558
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Молекуларна медицина,Докторске академске,240,Медицинске науке,Доктор медицинских наука,140000,2500,,,,,,,0,,,1,,,,1,,,,,,,0,1,0,0,40
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Клиничка медицина,Докторске академске,180,Медицинске науке,Доктор медицинских наука,245000,3650,,,,,,,0,,,80,,,,80,,,2,,,,2,82,13,0,6500
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Јавно здравље,Докторске академске,180,Медицинске науке,Доктор медицинских наука,245000,3650,,,,,,,0,,,4,,,,4,,,,,,,0,4,2,0,208
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Базична истраживања у стоматологији,Докторске академске,240,Медицинске науке,Доктор медицинских наука стоматологија,140000,2500,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Клиничка и епидемиолошка истраживања у стоматологији,Докторске академске,180,Медицинске науке,Доктор медицинских наука стоматологија,245000,3650,,,,,,,0,,,5,,,,5,,,,,,,0,5,0,0,300
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу Медицински факултет Ниш - Токсикологија,Докторске академске,180,Медицинске науке,Доктор медицинских наука фармација,245000,3650,,,3,,,,3,,,10,,,,10,,,,,,,0,13,3,180,1140
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу медицински факултет Ниш - Молекуларна медицина,Докторске академске,240,Медицинске науке,Доктор медицинских наука,245000,3650,,,,4,,,4,,,,54,,,54,,,,,,,0,58,5,220,4108
53,Медицински факултет,Универзитет у Нишу,Универзитет у Нишу медицински факултет Ниш - Базична истраживања у стоматологији,Докторске академске,240,Медицинске науке,Доктор медицинских наука стоматологија,245000,3650,,,,1,,,1,,,,11,,,11,,,,,,,0,12,1,60,900
57,"Учитељски факултет, Врање",Универзитет у Нишу,ИАС Мастер професор технике и информатике,Интегр. академске,300,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер професор технике и информатике,60000,1000,21,,,,,,21,3,,,,,,3,,,,,,,0,24,0,0,0
150,Ректорат,Универзитет у Нишу,Мултимедијалне технологије,Мастер академске,60,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер инжењер информационих технологија,89000,3,,,,,,,0,32,,,,,,32,,,,,,,0,32,0,0,0
150,Ректорат,Универзитет у Нишу,Европске студије на српском и енглеском језику,Мастер академске,60,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Аналитичар заштите животне средине,89000,2000,,,,,,,0,25,,,,,,25,,,,,,,0,25,0,0,0
46,Економски факултет,Универзитет у Нишу,"Рачуноводство, ревизија и финансијско управљање",Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,90000,1500,49,58,50,88,,,245,18,23,8,131,,,180,0,0,0,0,,,0,425,43,10034,2290
46,Економски факултет,Универзитет у Нишу,Општа економија,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,90000,1500,8,6,9,25,,,48,4,8,12,56,,,80,0,0,0,0,,,0,128,17,2010,889
46,Економски факултет,Универзитет у Нишу,"Финансије, банкарство и осигурање",Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,90000,1500,48,59,49,149,,,305,19,39,49,353,,,460,0,0,0,0,,,0,765,126,12347,5590
46,Економски факултет,Универзитет у Нишу,Пословно управљање,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,90000,1500,230,106,142,226,,,704,56,93,62,298,,,509,0,0,0,0,,,0,1213,134,28472,7571
46,Економски факултет,Универзитет у Нишу,Економија,Мастер академске,60,Друштвено-хуманистичке науке,Мастер економиста,100000,2500,55,,,,,,55,163,,,,,,163,0,,,,,,0,218,135,1030,2595
46,Економски факултет,Универзитет у Нишу,Економија,Докторске академске,180,Друштвено-хуманистичке науке,Доктор наука - економске науке,120000,2200,2,2,3,,,,7,10,11,44,,,,65,0,0,0,,,,0,72,12,155,605
48,Филозофски факултет,Универзитет у Нишу,OАС Филозофије,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филозоф,75000,1800,20,7,7,9,,,43,6,5,6,5,,,22,0,0,0,0,,,0,65,10,1675,378
48,Филозофски факултет,Универзитет у Нишу,ОАС Педагогије,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани педагог,75000,1800,31,40,46,41,,,158,20,7,3,4,,,34,0,0,0,0,,,0,192,28,9094,840
48,Филозофски факултет,Универзитет у Нишу,OAС Социологије,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани социолог,75000,1800,30,26,27,25,,,108,20,13,12,13,,,58,0,0,0,0,,,0,166,27,5325,1050
48,Филозофски факултет,Универзитет у Нишу,ОАС  Историје,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани историчар,75000,1800,31,27,38,35,,,131,20,13,7,17,,,57,0,0,0,0,,,0,188,25,5903,1512
48,Филозофски факултет,Универзитет у Нишу,ОАС Новинарства,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани новинар/журналиста,75000,1800,21,48,47,42,,,158,30,1,2,5,,,38,0,0,0,0,,,0,196,35,9164,426
48,Филозофски факултет,Универзитет у Нишу,ОАС Психологије,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани психолог,75000,1800,45,75,69,59,,,248,52,13,18,30,,,113,3,0,0,0,,,3,364,42,13055,3629
48,Филозофски факултет,Универзитет у Нишу,ОАС Руског језика и књижевности,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филолог,75000,1800,10,15,6,12,,,43,5,1,1,0,,,7,0,0,0,0,,,0,50,8,1988,252
48,Филозофски факултет,Универзитет у Нишу,ОАС Англистике,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филолог,75000,1800,40,51,48,66,,,205,36,22,13,9,,,80,0,0,0,0,,,0,285,43,11950,2394
48,Филозофски факултет,Универзитет у Нишу,ОАС Србистике,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филолог,75000,1800,51,45,49,53,,,198,20,14,12,23,,,69,0,0,0,0,,,0,267,46,8106,1660
48,Филозофски факултет,Универзитет у Нишу,ОАС Француског језика и књижевности,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филолог,75000,1800,30,22,24,,,,76,1,8,2,,,,11,0,0,0,,,,0,87,0,3106,863
48,Филозофски факултет,Универзитет у Нишу,ОАС Комуницирање и односи са јавношћу,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани комуниколог,75000,1800,20,47,,,,,67,32,2,,,,,34,0,0,,,,,0,101,0,4776,460
48,Филозофски факултет,Универзитет у Нишу,МАС Историје,Мастер академске,60,Друштвено-хуманистичке науке,Мастер историчар,85000,2500,10,,,,,,10,41,,,,,,41,0,,,,,,0,51,9,120,870
48,Филозофски факултет,Универзитет у Нишу,МАС Психологије,Мастер академске,60,Друштвено-хуманистичке науке,Мастер психолог,85000,2500,15,,,,,,15,87,,,,,,87,1,,,,,,1,103,24,300,2655
48,Филозофски факултет,Универзитет у Нишу,МАС Педагогије,Мастер академске,60,Друштвено-хуманистичке науке,Мастер педагог,85000,2500,15,,,,,,15,54,,,,,,54,0,,,,,,0,69,18,600,1480
48,Филозофски факултет,Универзитет у Нишу,МАС Социологије,Мастер академске,60,Друштвено-хуманистичке науке,Мастер социолог,85000,2500,5,,,,,,5,17,,,,,,17,0,,,,,,0,22,5,60,486
48,Филозофски факултет,Универзитет у Нишу,МАС Новинарства,Мастер академске,60,Друштвено-хуманистичке науке,Мастер журналиста,85000,2500,0,,,,,,0,28,,,,,,28,0,,,,,,0,28,10,60,619
48,Филозофски факултет,Универзитет у Нишу,МАС Англистике,Мастер академске,60,Друштвено-хуманистичке науке,Мастер филолог,85000,2500,20,,,,,,20,95,,,,,,95,1,,,,,,1,116,29,300,2310
48,Филозофски факултет,Универзитет у Нишу,МАС Филологије,Мастер академске,60,Друштвено-хуманистичке науке,Мастер филолог,85000,2500,15,,,,,,15,33,,,,,,33,0,,,,,,0,48,28,480,1190
48,Филозофски факултет,Универзитет у Нишу,МАС Предметне наставе,Мастер академске,60,Друштвено-хуманистичке науке,Мастер предметне наставе,85000,2500,0,,,,,,0,6,,,,,,6,0,,,,,,0,6,5,0,348
