id,nazivu,univerzitet,naziv,nivo,trajanje,polje,zvanje,skolarina,skolarina2,bs1,bs2,bs3,bs4,bs5,bs6,bs,ss1,ss2,ss3,ss4,ss5,ss6,ss,sss1,sss2,sss3,sss4,sss5,sss6,sss,studenata,zstudenata,espb_budzet,espb_samo
103,Висока пословна школа струковних студија Лесковац,,Пословна економија и менаџмент,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни менаџер,60000,500,0,,,,,,0,50,,,,,,50,0,,,,,,0,50,51,0,2244
98,"Висока школа струковних студија за васпитаче, Гњилане у Бујановцу",,Образовање васпитача за рад у предшколској установи,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,45000,1000,60,54,42,,,,156,4,2,2,,,,8,0,0,0,,,,0,164,0,0,0
98,"Висока школа струковних студија за васпитаче, Гњилане у Бујановцу",,Образовање васпитача у домовима,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,45000,1000,10,11,,,,,21,0,0,,,,,0,0,0,,,,,0,21,0,0,0
98,"Висока школа струковних студија за васпитаче, Гњилане у Бујановцу",,Припремни предшколски програм,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни васпитач,60000,1000,0,,,,,,0,25,,,,,,25,0,,,,,,0,25,67,0,0
138,Висока школа струковних студија за образовање васпитача - Сремска Митровица,,Студије на даљину-DLS,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,50000,0,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,1533
122,"Висока хотелијерска школа струковних студија, Београд",,Хотелијерство,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,70000,1500,35,42,42,,,,119,115,98,68,,,,281,0,0,0,,,,0,400,62,0,0
122,"Висока хотелијерска школа струковних студија, Београд",,Ресторатерство,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,75000,2000,20,26,35,,,,81,40,22,12,,,,74,0,0,0,,,,0,155,28,0,0
122,"Висока хотелијерска школа струковних студија, Београд",,Гастрономија,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,90000,2500,35,42,42,,,,119,115,111,75,,,,301,0,0,0,,,,0,420,37,0,0
141,Висока пословна школа струковних студија - Нови Сад,,Банкарско и берзанско пословање 17,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни економиста,65000,1380,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
141,Висока пословна школа струковних студија - Нови Сад,,Предузетништво 17,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,60000,1175,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
141,Висока пословна школа струковних студија - Нови Сад,,Туризам и хотелијерство 17,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,60000,1175,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
131,"Висока железничка школа струковних студија, Београд",,Комерцијално пословање железнице,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,80000,1200,41,30,36,,,,107,20,2,2,,,,24,0,0,0,,,,0,131,22,3670,82
122,"Висока хотелијерска школа струковних студија, Београд",,Менаџмент у угоститељству,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни менаџер,120000,2000,0,,,,,,0,45,,,,,,45,0,,,,,,0,45,0,0,0
135,"Висока школа струковних студија за васпитаче, Шабац",,Образовање струковних васпитача предшколске деце,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,60000,1000,0,80,98,0,0,0,178,0,45,21,0,0,0,66,0,0,0,0,0,0,0,244,130,10740,1323
135,"Висока школа струковних студија за васпитаче, Шабац",,Струковни васпитач деце јасленог узраста,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,60000,1000,0,9,10,0,0,0,19,0,15,17,0,0,0,32,0,0,0,0,0,0,0,51,26,1648,652
135,"Висока школа струковних студија за васпитаче, Шабац",,Образовање струковних васпитача - специјалиста за методику реализације припремног предшколског програма,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни васпитач,70000,1000,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,51,0,2152
135,"Висока школа струковних студија за васпитаче, Шабац",,Образовање струковних васпитача-специјалиста за музичко-сценски израз,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни васпитач,70000,1000,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,17,0,0
135,"Висока школа струковних студија за васпитаче, Шабац",,Образовање струковних васпитача-специјалиста за ликовно васпитање,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни васпитач,70000,1000,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,10,0,0
141,Висока пословна школа струковних студија - Нови Сад,,Пословна информатика,Основне струковне,180,Друштвено-хуманистичке науке,Струковни пословни информатичар,60,1.2,,,11,,,,11,,,72,,,,72,,,0,,,,0,83,18,173,793
135,"Висока школа струковних студија за васпитаче, Шабац",,Образовање струковних васпитача-специјалиста за рад са децом раног узраста,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни васпитач,70000,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0
129,"Висока школа примењених струковних студија, Врање",,Предузетнички менаџмент,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,50000,1000,10,,,,,,10,20,,,,,,20,0,,,,,,0,30,0,0,0
138,Висока школа струковних студија за образовање васпитача - Сремска Митровица,,Струковни мастер васпитач,Мастер академске,120,Друштвено-хуманистичке науке,Мастер васпитач,70000,0,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
141,Висока пословна школа струковних студија - Нови Сад,,Трговина и међународно пословање 17,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,60000,1175,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
138,Висока школа струковних студија за образовање васпитача - Сремска Митровица,,Струковни васпитач-високошколска јединица без својства правног лица-Чачак,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,50000,0,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
231,Висока школа модерног бизниса - Београд,,Менаџмент у савременом бизнису,Основне академске,180,Друштвено-хуманистичке науке,Менаџер,160000,1300,,,,,,,0,,,,,,,0,,,,,,,0,0,106,0,98
231,Висока школа модерног бизниса - Београд,,Менаџмент у услужном бизнису,Мастер академске,120,Друштвено-хуманистичке науке,Мастер менаџер,184500,1500,,,,,,,0,,,,,,,0,,,,,,,0,0,23,0,50
243,Висока школа струковних студија за пословно индустријски менаџмент - Крушевац,,Пословно индустријски менаџмент,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,87500,700,,,,,,,0,39,42,55,,,,136,,,,,,,0,136,37,0,60
243,Висока школа струковних студија за пословно индустријски менаџмент - Крушевац,,Економија у пословно индустријском систему,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,87500,700,,,,,,,0,90,92,87,,,,269,,,,,,,0,269,40,0,60
243,Висока школа струковних студија за пословно индустријски менаџмент - Крушевац,,Економија у пословно индустријском систему - студије на даљину,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,87500,700,,,,,,,0,22,,,,,,22,,,,,,,0,22,0,0,60
243,Висока школа струковних студија за пословно индустријски менаџмент - Крушевац,,Пословно индустријски менаџмент - студије на даљину,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни менаџер,87500,700,,,,,,,0,39,,,,,,39,,,,,,,0,39,9,0,60
115,"В.пољопривредна школа струковних студија, Шабац",,Туризам,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,72000,650,13,11,,,,,24,1,,,,,,1,,,,,,,0,25,0,0,606
244,Висока школа струковних студија за менаџмент и пословне комуникације - Сремски Карловци,,Менаџмент трговине и маркетинга,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,95000,800,,,,,,,0,4,18,21,,,,43,,,,,,,0,43,23,0,2819
244,Висока школа струковних студија за менаџмент и пословне комуникације - Сремски Карловци,,Менаџмент пословних комуникација,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,95000,800,,,,,,,0,7,10,24,,,,41,,,,,,,0,41,32,0,3998
244,Висока школа струковних студија за менаџмент и пословне комуникације - Сремски Карловци,,Менаџмент у угоститељству,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,95000,800,,,,,,,0,40,38,33,,,,111,1,0,,,,,1,112,15,0,4539
244,Висока школа струковних студија за менаџмент и пословне комуникације - Сремски Карловци,,Предузетништво,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,95000,800,,,,,,,0,0,2,6,,,,8,,,,,,,0,8,7,0,902
244,Висока школа струковних студија за менаџмент и пословне комуникације - Сремски Карловци,,Менаџмент трговине и маркетинга - студије на даљину,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,95000,800,,,,,,,0,0,0,0,,,,0,,,,,,,0,0,0,0,122
245,Висока спортска и здравствена школа струковних студија - Београд,,Спортски тренер,Основне струковне,180,Друштвено-хуманистичке науке,Тренер,135300,2000,0,0,0,,,,0,,,,,,,0,,,,,,,0,0,41,0,13612
245,Висока спортска и здравствена школа струковних студија - Београд,,Спортски менаџмент,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,135300,2000,0,0,0,,,,0,,,,,,,0,,,,,,,0,0,9,0,2033
135,"Висока школа струковних студија за васпитаче, Шабац",,Струковни васпитач,Основне струковне,180,Друштвено-хуманистичке науке,Струковни васпитач,60000,1000,85,0,0,,,,85,63,0,0,,,,63,0,0,0,,,,0,148,128,0,0
103,Висока пословна школа струковних студија Лесковац,,Пословна информатика и е-бизнис,Основне струковне,180,Друштвено-хуманистичке науке,Струковни информатичар,55000,450,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
103,Висока пословна школа струковних студија Лесковац,,"Финансије, рачуноводство  и банкарство",Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,49000,400,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
103,Висока пословна школа струковних студија Лесковац,,Менаџмент бизниса и логистике,Основне струковне,180,Друштвено-хуманистичке науке,Струковни менаџер,49000,400,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
104,"Висока пословна школа струковних студија, Ваљево",,Пословна економија,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,66000,900,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
104,"Висока пословна школа струковних студија, Ваљево",,Пословна информатика,Основне струковне,180,Друштвено-хуманистичке науке,Струковни пословни информатичар,66000,900,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
140,Висока школа струковних студија за образовање васпитача - Вршац,,"Васпитач деце предшколског узраста на српском,румунском и ромском језику",Основне академске,180,Друштвено-хуманистичке науке,Струковни васпитач,60000,500,54,,,,,,54,6,,,,,,6,0,0,,,,,0,60,0,0,0
102,Висока пословна школа струковних студија-Блаце,,Пословна економија,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,65000,900,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
141,Висока пословна школа струковних студија - Нови Сад,,Финансије и банкарство 17,Основне струковне,180,Друштвено-хуманистичке науке,Струковни економиста,60000,1175,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
102,Висока пословна школа струковних студија-Блаце,,Јавне финансије,Спец. академске,60,Друштвено-хуманистичке науке,Специјалиста струковни економиста,100000,900,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
135,"Висока школа струковних студија за васпитаче, Шабац",,Струковни мастер васпитач,Мастер академске,120,Друштвено-хуманистичке науке,Мастер васпитач,70000,1000,0,0,,,,,0,57,0,,,,,57,0,0,,,,,0,57,0,0,0
104,"Висока пословна школа струковних студија, Ваљево",,Пословна економија и информатика,Мастер академске,120,Друштвено-хуманистичке науке,Мастер економиста,78000,1200,,,,,,,0,49,,,,,,49,,,,,,,0,49,0,0,0
133,Висока школа струковних студија за васпитаче Крушевац,,Струковни васпитач - Рад са децом из осетљивих група,Спец. струковне,60,Друштвено-хуманистичке науке,Специјалиста струковни васпитач,70000,1000,0,,,,,,0,14,,,,,,14,,,,,,,0,14,0,0,0
92,Департман за уметност,Државни Универзитет у Новом Пазару,Ликовна уметност(OAС),Основне академске,240,Уметност,Дипломирани ликовни уметник,75000,625,5,5,5,6,,,21,0,0,0,0,,,0,0,0,0,0,,,0,21,1,564,47
97,Департман хемијско-технолошке науке,Државни Универзитет у Новом Пазару,Пољопривредна производња (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,60000,625,34,23,22,19,,,98,29,29,19,19,,,96,0,0,0,0,,,0,194,2,1489,460
97,Департман хемијско-технолошке науке,Државни Универзитет у Новом Пазару,Прехрамбена технологија (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,60000,625,35,21,23,23,,,102,35,34,16,16,,,101,2,0,0,0,,,2,205,1,627,1081
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Архитектура (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер архитектуре (техничке науке),60000,625,15,23,19,24,,,81,28,17,13,10,,,68,2,1,2,1,,,6,155,19,2780,1322
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Рачунарска техника (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер електротехнике и рачунарства,60000,625,49,24,14,22,,,109,27,13,10,11,,,61,0,0,0,0,,,0,170,1,847,529
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Аудио и видео технологија (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер електротехнике и рачунарства,60000,625,29,23,14,15,,,81,18,14,9,6,,,47,0,0,1,0,,,1,129,4,348,306
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Рачунарска техника (МАС),Мастер академске,60,Техничко-технолошке науке,Мастер инжењер електротехнике и рачунарства,90000,750,5,0,0,0,,,5,0,0,0,0,,,0,0,0,0,0,,,0,5,6,300,0
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Грађевинарство (МАС),Мастер академске,60,Техничко-технолошке науке,Мастер инжењер грађевинарства,90000,750,1,0,0,0,,,1,0,0,0,0,,,0,0,0,0,0,,,0,1,0,60,0
97,Департман хемијско-технолошке науке,Државни Универзитет у Новом Пазару,Хемија (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани хемичар,60000,625,37,18,16,16,,,87,22,23,15,14,,,74,0,0,0,0,,,0,161,4,1598,759
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Грађевинарство (ОАС),Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер грађевинарства,60000,625,20,28,24,21,,,93,30,19,13,15,,,77,2,0,1,0,,,3,173,6,1505,1100
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Рачунарска техника (ДС),Докторске академске,180,Техничко-технолошке науке,Доктор наука електротехника и рачунарство,120000,1000,0,,,,,,0,2,,,,,,2,0,,,,,,0,2,0,0,120
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Aрхитектура (ИАС),Интегр. академске,300,Техничко-технолошке науке,Мастер инжењер архитектуре,60000,625,15,,,,,,15,15,,,,,,15,0,,,,,,0,30,2,0,0
97,Департман хемијско-технолошке науке,Државни Универзитет у Новом Пазару,Биотехнологија (ДС),Докторске академске,300,Техничко-технолошке науке,Доктор наука биотехничке науке,120000,990,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Aрхитектура (ДС),Докторске академске,300,Техничко-технолошке науке,Доктор наука архитектура,120000,1000,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0
90,Департман за техничке науке,Државни Универзитет у Новом Пазару,Софтверско инжењерство (ОАС)       ,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер електротехнике и рачунарства,60000,675,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
97,Департман хемијско-технолошке науке,Државни Универзитет у Новом Пазару,Агрономија (ОАС)-НОВИ ПРОГРАМ-БИОТЕХНИЧКЕ НАУКЕ,Основне академске,180,Техничко-технолошке науке,Инжењер пољопривреде,60000,625,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
97,Департман хемијско-технолошке науке,Државни Универзитет у Новом Пазару,Прехрамбена технологиja OAС -НОВИ ПРОГРАМ-БИОТЕХНИЧКЕ НАУКЕ,Основне академске,180,Техничко-технолошке науке,Инжењер технологије,60000,625,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Математика - физика (ОАС),Основне академске,240,Природно-математичке науке,Дипломирани професор математике и физике,50000,625,31,28,15,27,,,101,23,22,11,21,,,77,0,0,0,0,,,0,178,2,846,420
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Информатика-математика(ОАС),Основне академске,240,Природно-математичке науке,Дипломирани професор информатике и математике,50000,625,55,29,14,20,,,118,34,14,12,21,,,81,0,0,0,0,,,0,199,1,1455,654
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Информатика-физика (ОАС),Основне академске,240,Природно-математичке науке,Дипломирани професор информатике и физике,50000,625,0,0,14,14,,,28,0,0,10,23,,,33,0,0,0,0,,,0,61,1,498,510
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Математика (МАС),Мастер академске,60,Природно-математичке науке,Мастер математичар,90000,750,5,,,,,,5,5,,,,,,5,0,,,,,,0,10,14,300,300
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Математика-физика (МАС),Мастер академске,60,Природно-математичке науке,Мастер професор математике и физике,90000,750,5,,,,,,5,0,,,,,,0,0,,,,,,0,5,3,300,0
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Математика (OAС),Основне академске,240,Природно-математичке науке,Дипломирани математичар,50000,625,50,30,20,19,,,119,31,17,11,17,,,76,1,2,0,1,,,4,199,5,1542,1290
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Математика (ДС),Докторске академске,180,Природно-математичке науке,Доктор наука - математичке науке,120000,1000,0,,,,,,0,0,,,,,,0,2,,,,,,2,2,0,0,120
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Maтематика (ИАС),Интегр. академске,300,Природно-математичке науке,Мастер професор математике,50000,425,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
94,Департман за математичке науке,Државни Универзитет у Новом Пазару,Информатика-математика (МАС),Мастер академске,60,Природно-математичке науке,Мастер професор информатике,90000,750,5,,,,,,5,2,,,,,,2,0,,,,,,0,7,3,180,0
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Биологија (ОАС),Основне академске,240,Медицинске науке,Дипломирани биолог,60000,625,15,18,15,15,,,63,22,11,17,14,,,64,0,0,0,0,,,0,127,7,1585,1152
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Рехабилитација (ОАС),Основне академске,240,Медицинске науке,Дипломирани терапеут,60000,625,15,27,19,16,,,77,24,12,20,22,,,78,0,0,0,0,,,0,155,4,2070,686
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Биологија (ДС),Докторске академске,180,Медицинске науке,Доктор наука - биолошке науке,120000,1000,0,0,0,0,,,0,4,0,0,0,,,4,0,0,0,0,,,0,4,0,0,240
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Спорт и физичко васпитање (ОАС),Основне академске,240,Медицинске науке,Дипломирани професор физичког васпитања и спорта (биомедицинске науке),60000,625,15,28,18,23,,,84,5,13,10,24,,,52,0,0,3,0,,,3,139,9,2043,746
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Биологија (МАС),Мастер академске,60,Медицинске науке,Мастер биолог,90000,750,5,,,,,,5,5,,,,,,5,0,,,,,,0,10,9,300,300
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Рехабилитација (МАС),Мастер академске,60,Медицинске науке,Мастер терапеут,90000,750,5,,,,,,5,5,,,,,,5,0,,,,,,0,10,0,300,300
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Спорт и физичко васпитање (МАС),Мастер академске,60,Медицинске науке,Мастер професор физичког васпитања и кинезитерапије,90000,750,5,,,,,,5,6,,,,,,6,0,,,,,,0,11,11,300,360
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Палијативна медицина (МАС),Мастер академске,60,Медицинске науке,Мастер палијативне медицине,90000,750,0,,,,,,0,14,,,,,,14,0,,,,,,0,14,2,0,120
93,Департман за биомедицинске науке,Државни Универзитет у Новом Пазару,Спорт и физичко васпитање (ДС),Докторске академске,300,Медицинске науке,"Доктор наука физичко васпитање, спорт и кинезитерапија",120000,1000,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0
96,Департман за мултидисциплинарне науке,Државни Универзитет у Новом Пазару,Образовање професора стручних предмета (МАС),Мастер академске,60,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер професор стручних предмета,90000,750,0,0,0,0,,,0,15,0,0,0,,,15,0,0,0,0,,,0,15,0,0,900
96,Департман за мултидисциплинарне науке,Државни Универзитет у Новом Пазару,"EНЕРЕСЕ-Енергетска ефикасност, обновљиви извори енергије и заштита животне средине (МАС)",Мастер академске,120,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер инжењер енергетских технологија,90000,750,2,,,,,,2,5,,,,,,5,5,,,,,,5,12,2,120,0
96,Департман за мултидисциплинарне науке,Државни Универзитет у Новом Пазару,Mехатроника на моторним возилима (MAС),Мастер академске,60,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер инжењер мехатронике,90000,725,0,,,,,,0,,,,,,,0,0,,,,,,0,0,0,0,0
89,Департман за правне науке,Државни Универзитет у Новом Пазару,Право (ОАС) ,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани правник,50000,420,40,78,80,80,,,278,101,79,71,67,,,318,5,0,2,0,,,7,603,7,1762,2587
91,Департман за филозофске науке,Државни Универзитет у Новом Пазару,Васпитач у предшколским установама (OAС),Основне академске,240,Друштвено-хуманистичке науке,Дипломирани васпитач,50000,625,20,14,19,0,,,53,28,20,12,0,,,60,0,0,0,0,,,0,113,0,510,1049
95,Департман за филолошке науке,Државни Универзитет у Новом Пазару,Српска књижевност и језик (ОАС),Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филолог српске књижевности и језика,50000,625,20,29,19,16,,,84,39,21,20,9,,,89,0,1,0,0,,,1,174,18,2004,1629
95,Департман за филолошке науке,Државни Универзитет у Новом Пазару,Енглески језик и књижевност (OAС),Основне академске,240,Друштвено-хуманистичке науке,Дипломирани филолог енглеског језика и књижевности,50000,625,15,24,16,9,,,64,43,19,23,17,,,102,0,0,0,0,,,0,166,8,1767,928
88,Департман за економске науке,Државни Универзитет у Новом Пазару,Економија (MAС),Мастер академске,60,Друштвено-хуманистичке науке,Мастер економиста,90000,750,10,0,0,0,,,10,11,0,0,0,,,11,0,0,0,0,,,0,21,14,600,660
95,Департман за филолошке науке,Државни Универзитет у Новом Пазару,Српска књижевност и језик (МАС),Мастер академске,60,Друштвено-хуманистичке науке,Мастер филолог,90000,750,5,,,,,,5,10,,,,,,10,0,,,,,,0,15,34,1080,960
89,Департман за правне науке,Државни Универзитет у Новом Пазару,Право (MAС),Мастер академске,60,Друштвено-хуманистичке науке,Мастер правник,90000,750,10,,,,,,10,5,,,,,,5,0,,,,,,0,15,3,600,300
88,Департман за економске науке,Државни Универзитет у Новом Пазару,Економија (ОАС),Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,50000,625,40,69,74,85,,,268,94,82,65,64,,,305,2,0,1,1,,,4,577,15,3599,1592
91,Департман за филозофске науке,Државни Универзитет у Новом Пазару,Психологија (ОАС),Основне академске,240,Друштвено-хуманистичке науке,Дипломирани психолог,50000,625,0,10,15,25,,,50,0,15,22,22,,,59,0,0,0,0,,,0,109,6,1820,1195
95,Департман за филолошке науке,Државни Универзитет у Новом Пазару,Српска књижевност и језик (ИАС),Интегр. академске,300,Друштвено-хуманистичке науке,Мастер филолог,50000,625,20,,,,,,20,15,,,,,,15,0,,,,,,0,35,5,0,0
95,Департман за филолошке науке,Државни Универзитет у Новом Пазару,Енглески језик и књижевност (ИAС),Интегр. академске,300,Друштвено-хуманистичке науке,Мастер филолог - англиста,50000,625,15,,,,,,15,15,,,,,,15,0,,,,,,0,30,8,0,0
88,Департман за економске науке,Државни Универзитет у Новом Пазару,Економија (ДС),Докторске академске,300,Друштвено-хуманистичке науке,Доктор наука - економске науке,120000,1000,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0
88,Департман за економске науке,Државни Универзитет у Новом Пазару,Пословна информатика ОАС,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани пословни информатичар,50000,625,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
256,Ректорат,Универзитет Алфа БК,Информационo - комуникационо технологије,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер електротехнике и рачунарства,144000,2400,,,,,,,0,18,18,34,26,,,96,,,,,,,0,96,25,0,11625
256,Ректорат,Универзитет Алфа БК,Информационе комуникационе технологије,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер електротехнике и рачунарства,180000,3000,,,,,,,0,,,,,11,,11,,,,,,,0,11,6,0,402
256,Ректорат,Универзитет Алфа БК,Информационо-комуникационе технологије,Докторске академске,180,Техничко-технолошке науке,Доктор наука електротехника и рачунарство,360000,6000,,,,,,,0,0,1,1,,,,2,0,5,3,,,,8,10,0,0,0
256,Ректорат,Универзитет Алфа БК,"Организација, технологија грађења и менаџмент у грађевинарству",Мастер академске,60,Техничко-технолошке науке,Мастер инжењер грађевинарства,180000,3000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
256,Ректорат,Универзитет Алфа БК,Енергетска ефикасност у зградарству,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер енергетских технологија,180000,3000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
256,Ректорат,Универзитет Алфа БК,Рачунарске науке,Основне академске,240,Природно-математичке науке,Дипломирани информатичар,144000,2400,,,,,,,0,2,6,9,16,,,33,,,,,,,0,33,10,0,8233
256,Ректорат,Универзитет Алфа БК,Рачунарске науке,Мастер академске,60,Природно-математичке науке,Мастер информатичар,180000,3000,,,,,,,0,,,,,11,,11,,,,,0,,0,11,7,0,420
256,Ректорат,Универзитет Алфа БК,Рачунарске науке,Докторске академске,180,Природно-математичке науке,Доктор наука рачунарске науке,360000,6000,,,,,,,0,0,0,2,,,,2,0,0,0,,,,0,2,1,0,0
256,Ректорат,Универзитет Алфа БК,Трговина,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,144000,2400,,,,,,,0,42,11,44,25,,,122,,,,,,,0,122,58,0,26059
256,Ректорат,Универзитет Алфа БК,Рачуноводство и ревизија,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,144000,2400,,,,,,,0,20,11,16,37,,,84,,,,,,,0,84,24,0,13006
256,Ректорат,Универзитет Алфа БК,Финансије ДЛС,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,144000,2400,,,,,,,0,19,36,56,30,,,141,,,,,,,0,141,36,0,21951
256,Ректорат,Универзитет Алфа БК,Агробизнис и аграрна економија,Основне академске,240,Друштвено-хуманистичке науке,Дипломирани економиста,144000,2400,,,,,,,0,,,,10,,,10,,,,,,,0,10,0,0,1702
